chembl_id,drug_name,class,therapeutic_uses,adverse_effects,binding_sites,target_names,target_types,mechanism_of_action,lipophilicity,synonyms
CHEMBL577,ENALAPRILAT ANHYDROUS,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL578,ENALAPRIL,Not available,acute myeloid leukemia; Barrett's esophagus; cardiomyopathy; cardiovascular disease; congestive heart failure; hypertension; ischemia; melanoma; multiple myeloma; heart failure; heart disease; chronic kidney disease; IGA glomerulonephritis; erectile dysfunction; lymphoid leukemia; intracerebral hemorrhage; Myocardial Ischemia; pseudohypoaldosteronism; stroke; cardiotoxicity; COVID-19; Chagas cardiomyopathy; ST Elevation Myocardial Infarction; pneumonia; influenza; essential hypertension; type 1 diabetes mellitus; cancer,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL580,LORAZEPAM,Not available,anxiety; epilepsy; anxiety disorder; unipolar depression; alcohol withdrawal; drug dependence; cocaine dependence; obsessive-compulsive disorder; schizoaffective disorder; epilepsia partialis continua; reflex epilepsy; Dementia; Seizure; pain; status epilepticus; delirium; voice disorders; Agitation; major depressive disorder; peripheral vertigo; methamphetamine dependence; depressive disorder; unipolar depression; epidermolysis bullosa; Alzheimer disease; schizophrenia; alcohol dependence; Down syndrome,misuse (),Benzodiazepine site,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,GABA-A receptor; anion channel positive allosteric modulator,Not available,Not available
CHEMBL277062,BROMAZEPAM,Not available,anxiety; Dementia; depressive disorder; schizophrenia,Not available,Not available,GABA receptor alpha-2 subunit,SINGLE PROTEIN,GABA receptor alpha-2 subunit positive allosteric modulator,Not available,Not available
CHEMBL279816,TRICHLOROETHYLENE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL277535,BIFONAZOLE,Not available,tinea pedis,Not available,Not available,HMG-CoA reductase; Lanosterol 14-alpha demethylase,SINGLE PROTEIN,Lanosterol 14-alpha demethylase inhibitor; HMG-CoA reductase inhibitor,Not available,Not available
CHEMBL582,ISOPROPYL ALCOHOL,Not available,infectious disease; infection; prostate carcinoma; psoriatic arthritis; rheumatoid arthritis; ankylosing spondylitis; ulcerative colitis; anemia (phenotype); psoriasis; Nausea; burn; skin infection,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL583,GREPAFLOXACIN,Not available,osteomyelitis; bacterial disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL114,SAQUINAVIR,Not available,HIV infection; AIDS; pulmonary arterial hypertension; HIV-associated nephropathy; viral disease; HIV-1 infection,Not available,Not available,Human immunodeficiency virus type 1 protease,SINGLE PROTEIN,Human immunodeficiency virus type 1 protease inhibitor,Not available,Not available
CHEMBL115,INDINAVIR,Not available,Kaposi's sarcoma; HIV infection; AIDS; viral disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL584,NELFINAVIR,Not available,carcinoma; colorectal adenocarcinoma; glioblastoma multiforme; neoplasm; renal cell carcinoma; HIV infection; AIDS; multiple myeloma; non-small cell lung carcinoma; pancreatic neoplasm; dysplasia of cervix; Diarrhea; Sepsis; lymphoma; viral disease; vulva cancer; cervical cancer; lung cancer; glioma; systemic lupus erythematosus,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL116,AMPRENAVIR,Not available,HIV infection; AIDS; viral disease,Not available,Not available,Human immunodeficiency virus type 1 protease,SINGLE PROTEIN,Human immunodeficiency virus type 1 protease inhibitor,Not available,Not available
CHEMBL585,TRIAMTERENE,Not available,cardiovascular disease; nephrotic syndrome; congestive heart failure; cirrhosis of liver; hypertension; sudden cardiac arrest; atherosclerosis; hyperaldosteronism; Hypercholesterolemia; coronary artery disease; preeclampsia; edema; type 2 diabetes mellitus,metabolic toxicity (),Alpha subunit is binding site,"Amiloride-sensitive sodium channel, ENaC",PROTEIN COMPLEX,"Amiloride-sensitive sodium channel, ENaC blocker",Not available,Not available
CHEMBL16476,PRONETALOL,Not available,Not available,carcinogenicity (),Not available,Beta-2 adrenergic receptor; Beta-1 adrenergic receptor,SINGLE PROTEIN,Beta-1 adrenergic receptor antagonist; Beta-2 adrenergic receptor antagonist,Not available,Not available
CHEMBL118,CELECOXIB,Not available,"ankylosing spondylitis; breast carcinoma; juvenile idiopathic arthritis; ""osteoarthritis, knee""; pain; rheumatoid arthritis; Familial adenomatous polyposis; preeclampsia; gout; non-small cell lung carcinoma; mouth neoplasm; obesity; neoplasm; rheumatic disease; cervical adenocarcinoma; nasopharyngeal neoplasm; hypertension; benign prostatic hyperplasia; colorectal adenoma; nicotine dependence; inflammation; ""osteoarthritis, hip""; prostate adenocarcinoma; hepatocellular carcinoma; monoclonal gammopathy; glioblastoma multiforme; injury; neuroblastoma; renal cell carcinoma; sarcoma; memory impairment; ovarian carcinoma; multiple myeloma; human papilloma virus infection; pancreatic carcinoma; medulloblastoma; breast neoplasm; ovarian neoplasm; colorectal neoplasm; colonic neoplasm; orthostatic hypotension; temporomandibular joint disorder; glioma; neuropathic pain; head and neck malignant neoplasia; postpartum depression; rectum cancer; Graves ophthalmopathy; oral mucositis; colon carcinoma; colorectal carcinoma; pain; melanoma; actinic keratosis; spinal muscular atrophy; macular degeneration; facial pain; rotator cuff tear; Recurrent tonsillitis; Chronic pain; Dysmenorrhea; colorectal adenocarcinoma; influenza; toothache; Central Nervous System Neoplasm; Low back pain; urinary bladder cancer; brain cancer; major depressive disorder; peritoneum cancer; pharyngitis; papilloma; liver cancer; uterine cancer; cervical cancer; breast carcinoma in situ; breast cancer; esophageal cancer; ovarian cancer; prostate cancer; lung cancer; malignant colon neoplasm; squamous cell intraepithelial neoplasia; rectal carcinoma; oral squamous cell carcinoma; obsessive-compulsive disorder; myeloproliferative disorder; Hand-foot syndrome; Peptic ulcer; depressive disorder; hemorrhage; stroke; colorectal neoplasm; Back pain; spondylitis; peptic ulcer disease; COVID-19; chronic hepatitis B virus infection; intracerebral hemorrhage; Alzheimer disease; amyotrophic lateral sclerosis; schizophrenia; osteoarthritis; migraine disorder; Wilson disease; lymphangioleiomyomatosis; tuberculosis; neurofibromatosis type 1; bone fracture; triple-negative breast cancer; bipolar disorder; cancer; familial adenomatous polyposis 1; uterine cervix carcinoma in situ",gastrointestinal toxicity (); neurotoxicity (); cardiotoxicity (),Not available,Cyclooxygenase-2,SINGLE PROTEIN,Cyclooxygenase-2 inhibitor,Not available,Not available
CHEMBL119,TRIMETREXATE,Not available,amebiasis,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL588,FENOLDOPAM,Not available,cardiovascular disease; hypertension; Acute kidney injury; kidney failure,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL589,ROPINIROLE,Not available,restless legs syndrome; stroke; cocaine dependence; fibromyalgia; hyperprolactinemia; Parkinson disease; Unverricht-Lundborg syndrome,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL590,MENADIONE,Not available,hemorrhage,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL591,ETHCHLORVYNOL,Not available,Not available,Not available,Unknown binding site,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,GABA-A receptor; anion channel positive modulator,Not available,Not available
CHEMBL17157,TERFENADINE,Not available,hepatitis B virus infection; hepatitis D virus infection; diffuse large B-cell lymphoma; chronic progressive multiple sclerosis; breast neoplasm; peanut allergic reaction; asthma; allergic disease; multiple sclerosis,cardiotoxicity (); cardiotoxicity (); cardiotoxicity (); cardiotoxicity (),Not available,Histamine H1 receptor,SINGLE PROTEIN,Histamine H1 receptor antagonist,Not available,Not available
CHEMBL592,LEVORPHANOL,Not available,pain,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL593,DELAVIRDINE,Not available,HIV infection; viral disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL594,EMEDASTINE,Not available,eye allergy,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL595,PIOGLITAZONE,Not available,metabolic syndrome; acute myeloid leukemia; cardiovascular disease; chronic myelogenous leukemia; Crohn's disease; diabetes mellitus; glioblastoma multiforme; infection; neoplasm; polycystic ovary syndrome; prostate adenocarcinoma; psoriasis; rheumatoid arthritis; squamous cell carcinoma; squamous cell lung carcinoma; stroke; melanoma; obesity; pulmonary arterial hypertension; multiple myeloma; liver disease; anaplastic astrocytoma; abnormal glucose tolerance; pancreatic carcinoma; hepatitis C virus infection; non-small cell lung carcinoma; non-alcoholic fatty liver disease; autism spectrum disorder; chronic kidney disease; relapsing-remitting multiple sclerosis; chronic hepatitis C virus infection; peripheral arterial disease; anemia (phenotype); opioid dependence; intracerebral hemorrhage; non-alcoholic steatohepatitis; HIV-Associated Lipodystrophy Syndrome; Hepatic steatosis; Hepatitis; Cognitive impairment; inflammation; Polycystic Kidney Disease; hypertension; atherosclerosis; gastroparesis; Hypercholesterolemia; pulmonary alveolar proteinosis; brain cancer; major depressive disorder; thyroid cancer; prostate cancer; lung cancer; myxoid liposarcoma; coronary artery disease; dedifferentiated liposarcoma; Alzheimer disease; amyotrophic lateral sclerosis; asthma; type 1 diabetes mellitus; type 2 diabetes mellitus; Parkinson disease; multiple sclerosis; alcohol dependence; cystic fibrosis; adrenomyeloneuropathy; meningioma; chronic granulomatous disease; Friedreich ataxia; X-linked adrenoleukodystrophy; insulin resistance; Oral leukoplakia; systemic lupus erythematosus,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL596,FENTANYL,Not available,pain; adenoma; subarachnoid hemorrhage; morbid obesity; obstructive sleep apnea; bone fracture; hypotension; opioid dependence; irritable bowel syndrome; obesity; pancreatic carcinoma; hypospadias; pulpitis; pain; liver disease; abscess; scoliosis; delirium; acute respiratory distress syndrome; Chronic pain; respiratory depression; Respiratory insufficiency; Bronchospasm; gastric cancer; breast cancer; brain injury; diabetic neuropathy; Low back pain; neoplasm; pain; chronic kidney disease; bone metastasis; pregnancy; Aortic Coarctation; osteoarthritis; migraine disorder; COVID-19; cancer pain; cancer,respiratory toxicity (); misuse (),Not available,Mu opioid receptor,SINGLE PROTEIN,Mu opioid receptor agonist,Not available,Not available
CHEMBL121,ROSIGLITAZONE,Not available,diabetes mellitus; erectile dysfunction; focal segmental glomerulosclerosis; Cognitive impairment; non-alcoholic fatty liver disease; ulcerative colitis; prostate adenocarcinoma; diabetic neuropathy; Disorder of lipid metabolism; HIV infection; Plasmodium falciparum malaria; metabolic syndrome; neoplasm; rheumatoid arthritis; endometriosis; malaria; anemia (phenotype); Chemotherapy-induced nausea and vomiting; Sezary's disease; mycosis fungoides; prediabetes syndrome; Multiple Organ Failure; hypertension; metabolic disease; abnormal glucose tolerance; insulin resistance; atherosclerosis; Glucose intolerance; Hypercholesterolemia; breast cancer; coronary artery disease; Alzheimer disease; asthma; type 2 diabetes mellitus; cancer,cardiotoxicity (),Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL17879,MARALIXIBAT CHLORIDE,Not available,sclerosing cholangitis; primary biliary cirrhosis; Pruritus; Alagille syndrome,Not available,Not available,Ileal bile acid transporter,SINGLE PROTEIN,Ileal bile acid transporter inhibitor,Not available,Not available
CHEMBL17860,LOFEXIDINE,Not available,cocaine dependence; drug dependence; heroin dependence; opioid dependence; cannabis dependence; Hepatic failure; opioid use disorder,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL597,PHENTOLAMINE,Not available,cardiovascular disease; Hypoglycemia; obesity; Mydriasis; presbyopia,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL18442,PLERIXAFOR,Not available,acute graft vs. host disease; multiple myeloma; acute myeloid leukemia; lymphoma; chronic lymphocytic leukemia; acute lymphoblastic leukemia; Hodgkins lymphoma; myelodysplastic syndrome; diffuse large B-cell lymphoma; leukemia; systemic scleroderma; pancreatic carcinoma; non-Hodgkins lymphoma; End Stage Liver Disease; diabetic foot; gliosarcoma; Mantle cell lymphoma; Thalassemia; acute lymphoblastic leukemia; head and neck malignant neoplasia; sarcoma; kidney disease; childhood cancer; childhood acute lymphoblastic leukemia; neutropenia; T-cell non-Hodgkin lymphoma; follicular lymphoma; hematopoietic and lymphoid cell neoplasm; lymphopenia; neoplasm; syndromic disease; type 1 diabetes mellitus; sickle cell anemia; chronic granulomatous disease; Fanconi anemia; acute leukemia of ambiguous lineage; Beta-thalassemia; Hematopoietic Stem Cell Transplantation,Not available,Not available,C-X-C chemokine receptor type 4,SINGLE PROTEIN,C-X-C chemokine receptor type 4 partial agonist,Not available,Not available
